"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"10846","CSF2","ITGB1",0,"SMCs",0.308030803080308,"T cells","other"
"10847","CSF2","ITGB1",0,"SMCs",0.342528735632184,"NK cells","other"
"10848","CSF2","ITGB1",0,"SMCs",0.875816993464052,"VECs","other"
"10849","CSF2","ITGB1",0,"SMCs",0.571830985915493,"Fibroblasts","other"
"10850","CSF2","ITGB1",0,"SMCs",1.26724137931034,"SMCs","other"
"10866","CSF2","SDC2",0,"Fibroblasts",0.0077007700770077,"T cells","other"
"10867","CSF2","SDC2",0,"Fibroblasts",0.00689655172413793,"NK cells","other"
"10868","CSF2","SDC2",0,"Fibroblasts",0.0169934640522876,"VECs","other"
"10869","CSF2","SDC2",0,"Fibroblasts",0.309859154929577,"Fibroblasts","other"
"10870","CSF2","SDC2",0,"Fibroblasts",0.913793103448276,"SMCs","other"
"10871","CSF2","SDC2",0,"SMCs",0.0077007700770077,"T cells","other"
"10872","CSF2","SDC2",0,"SMCs",0.00689655172413793,"NK cells","other"
"10873","CSF2","SDC2",0,"SMCs",0.0169934640522876,"VECs","other"
"10874","CSF2","SDC2",0,"SMCs",0.309859154929577,"Fibroblasts","other"
"10875","CSF2","SDC2",0,"SMCs",0.913793103448276,"SMCs","other"
"10880","CSF3","CSF1R",0.0022002200220022,"T cells",0,"SMCs","other"
"10885","CSF3","CSF1R",0.00689655172413793,"NK cells",0,"SMCs","other"
"10890","CSF3","CSF1R",1.08235294117647,"VECs",0,"SMCs","other"
"10895","CSF3","CSF1R",0.0563380281690141,"Fibroblasts",0,"SMCs","other"
"10900","CSF3","CSF1R",0.00862068965517241,"SMCs",0,"SMCs","other"
"10902","CSF3","CSF3R",0.0022002200220022,"T cells",0,"NK cells","other"
"10905","CSF3","CSF3R",0.0022002200220022,"T cells",0,"SMCs","other"
"10907","CSF3","CSF3R",0.00689655172413793,"NK cells",0,"NK cells","other"
"10910","CSF3","CSF3R",0.00689655172413793,"NK cells",0,"SMCs","other"
"10912","CSF3","CSF3R",1.08235294117647,"VECs",0,"NK cells","other"
"10915","CSF3","CSF3R",1.08235294117647,"VECs",0,"SMCs","other"
"10917","CSF3","CSF3R",0.0563380281690141,"Fibroblasts",0,"NK cells","other"
"10920","CSF3","CSF3R",0.0563380281690141,"Fibroblasts",0,"SMCs","other"
"10922","CSF3","CSF3R",0.00862068965517241,"SMCs",0,"NK cells","other"
"10925","CSF3","CSF3R",0.00862068965517241,"SMCs",0,"SMCs","other"
"10926","CTF1","IL6ST",0,"T cells",0.111111111111111,"T cells","other"
"10927","CTF1","IL6ST",0,"T cells",0.0160919540229885,"NK cells","other"
"10928","CTF1","IL6ST",0,"T cells",0.695424836601307,"VECs","other"
"10929","CTF1","IL6ST",0,"T cells",0.357746478873239,"Fibroblasts","other"
"10930","CTF1","IL6ST",0,"T cells",0.25,"SMCs","other"
"10931","CTF1","IL6ST",0,"NK cells",0.111111111111111,"T cells","other"
"10932","CTF1","IL6ST",0,"NK cells",0.0160919540229885,"NK cells","other"
"10933","CTF1","IL6ST",0,"NK cells",0.695424836601307,"VECs","other"
"10934","CTF1","IL6ST",0,"NK cells",0.357746478873239,"Fibroblasts","other"
"10935","CTF1","IL6ST",0,"NK cells",0.25,"SMCs","other"
"10936","CTF1","IL6ST",0,"VECs",0.111111111111111,"T cells","other"
"10937","CTF1","IL6ST",0,"VECs",0.0160919540229885,"NK cells","other"
"10938","CTF1","IL6ST",0,"VECs",0.695424836601307,"VECs","other"
"10939","CTF1","IL6ST",0,"VECs",0.357746478873239,"Fibroblasts","other"
"10940","CTF1","IL6ST",0,"VECs",0.25,"SMCs","other"
"10941","CTF1","IL6ST",0,"Fibroblasts",0.111111111111111,"T cells","other"
"10942","CTF1","IL6ST",0,"Fibroblasts",0.0160919540229885,"NK cells","other"
"10943","CTF1","IL6ST",0,"Fibroblasts",0.695424836601307,"VECs","other"
"10944","CTF1","IL6ST",0,"Fibroblasts",0.357746478873239,"Fibroblasts","other"
"10945","CTF1","IL6ST",0,"Fibroblasts",0.25,"SMCs","other"
"10946","CTF1","IL6ST",0,"SMCs",0.111111111111111,"T cells","other"
"10947","CTF1","IL6ST",0,"SMCs",0.0160919540229885,"NK cells","other"
"10948","CTF1","IL6ST",0,"SMCs",0.695424836601307,"VECs","other"
"10949","CTF1","IL6ST",0,"SMCs",0.357746478873239,"Fibroblasts","other"
"10950","CTF1","IL6ST",0,"SMCs",0.25,"SMCs","other"
"10951","CTF1","LIFR",0,"T cells",0.0088008800880088,"T cells","other"
"10952","CTF1","LIFR",0,"T cells",0.00459770114942529,"NK cells","other"
"10953","CTF1","LIFR",0,"T cells",0.742483660130719,"VECs","other"
"10954","CTF1","LIFR",0,"T cells",0.0309859154929577,"Fibroblasts","other"
"10955","CTF1","LIFR",0,"T cells",0.0431034482758621,"SMCs","other"
"10956","CTF1","LIFR",0,"NK cells",0.0088008800880088,"T cells","other"
"10957","CTF1","LIFR",0,"NK cells",0.00459770114942529,"NK cells","other"
"10958","CTF1","LIFR",0,"NK cells",0.742483660130719,"VECs","other"
"10959","CTF1","LIFR",0,"NK cells",0.0309859154929577,"Fibroblasts","other"
"10960","CTF1","LIFR",0,"NK cells",0.0431034482758621,"SMCs","other"
"10961","CTF1","LIFR",0,"VECs",0.0088008800880088,"T cells","other"
"10962","CTF1","LIFR",0,"VECs",0.00459770114942529,"NK cells","other"
"10963","CTF1","LIFR",0,"VECs",0.742483660130719,"VECs","other"
"10964","CTF1","LIFR",0,"VECs",0.0309859154929577,"Fibroblasts","other"
"10965","CTF1","LIFR",0,"VECs",0.0431034482758621,"SMCs","other"
"10966","CTF1","LIFR",0,"Fibroblasts",0.0088008800880088,"T cells","other"
"10967","CTF1","LIFR",0,"Fibroblasts",0.00459770114942529,"NK cells","other"
"10968","CTF1","LIFR",0,"Fibroblasts",0.742483660130719,"VECs","other"
"10969","CTF1","LIFR",0,"Fibroblasts",0.0309859154929577,"Fibroblasts","other"
"10970","CTF1","LIFR",0,"Fibroblasts",0.0431034482758621,"SMCs","other"
"10971","CTF1","LIFR",0,"SMCs",0.0088008800880088,"T cells","other"
"10972","CTF1","LIFR",0,"SMCs",0.00459770114942529,"NK cells","other"
"10973","CTF1","LIFR",0,"SMCs",0.742483660130719,"VECs","other"
"10974","CTF1","LIFR",0,"SMCs",0.0309859154929577,"Fibroblasts","other"
"10975","CTF1","LIFR",0,"SMCs",0.0431034482758621,"SMCs","other"
"10981","CTHRC1","FZD3",0,"NK cells",0.0044004400440044,"T cells","other"
"10982","CTHRC1","FZD3",0,"NK cells",0.0114942528735632,"NK cells","other"
"10983","CTHRC1","FZD3",0,"NK cells",0.00130718954248366,"VECs","other"
"10984","CTHRC1","FZD3",0,"NK cells",0.00563380281690141,"Fibroblasts","other"
"10985","CTHRC1","FZD3",0,"NK cells",0.00862068965517241,"SMCs","other"
"11006","CTHRC1","FZD5",0,"NK cells",0.0011001100110011,"T cells","other"
"11007","CTHRC1","FZD5",0,"NK cells",0.00229885057471264,"NK cells","other"
"11008","CTHRC1","FZD5",0,"NK cells",0.0248366013071895,"VECs","other"
"11009","CTHRC1","FZD5",0,"NK cells",0.00845070422535211,"Fibroblasts","other"
"11010","CTHRC1","FZD5",0,"NK cells",0.00862068965517241,"SMCs","other"
"11027","CTHRC1","FZD6",0.0066006600660066,"T cells",0,"NK cells","other"
"11031","CTHRC1","FZD6",0,"NK cells",0.0033003300330033,"T cells","other"
"11032","CTHRC1","FZD6",0,"NK cells",0,"NK cells","other"
"11033","CTHRC1","FZD6",0,"NK cells",0.0901960784313725,"VECs","other"
"11034","CTHRC1","FZD6",0,"NK cells",0.00563380281690141,"Fibroblasts","other"
"11035","CTHRC1","FZD6",0,"NK cells",0.00862068965517241,"SMCs","other"
"11037","CTHRC1","FZD6",0.0431372549019608,"VECs",0,"NK cells","other"
"11042","CTHRC1","FZD6",0.549295774647887,"Fibroblasts",0,"NK cells","other"
"11047","CTHRC1","FZD6",0.0431034482758621,"SMCs",0,"NK cells","other"
"11051","CUBN","LRP2",0.0011001100110011,"T cells",0,"T cells","other"
"11052","CUBN","LRP2",0.0011001100110011,"T cells",0,"NK cells","other"
"11053","CUBN","LRP2",0.0011001100110011,"T cells",0,"VECs","other"
"11054","CUBN","LRP2",0.0011001100110011,"T cells",0,"Fibroblasts","other"
"11055","CUBN","LRP2",0.0011001100110011,"T cells",0,"SMCs","other"
"11056","CUBN","LRP2",0,"NK cells",0,"T cells","other"
"11057","CUBN","LRP2",0,"NK cells",0,"NK cells","other"
"11058","CUBN","LRP2",0,"NK cells",0,"VECs","other"
"11059","CUBN","LRP2",0,"NK cells",0,"Fibroblasts","other"
"11060","CUBN","LRP2",0,"NK cells",0,"SMCs","other"
"11061","CUBN","LRP2",0.00392156862745098,"VECs",0,"T cells","other"
"11062","CUBN","LRP2",0.00392156862745098,"VECs",0,"NK cells","other"
"11063","CUBN","LRP2",0.00392156862745098,"VECs",0,"VECs","other"
"11064","CUBN","LRP2",0.00392156862745098,"VECs",0,"Fibroblasts","other"
"11065","CUBN","LRP2",0.00392156862745098,"VECs",0,"SMCs","other"
"11066","CUBN","LRP2",0,"Fibroblasts",0,"T cells","other"
"11067","CUBN","LRP2",0,"Fibroblasts",0,"NK cells","other"
"11068","CUBN","LRP2",0,"Fibroblasts",0,"VECs","other"
"11069","CUBN","LRP2",0,"Fibroblasts",0,"Fibroblasts","other"
"11070","CUBN","LRP2",0,"Fibroblasts",0,"SMCs","other"
"11071","CUBN","LRP2",0,"SMCs",0,"T cells","other"
"11072","CUBN","LRP2",0,"SMCs",0,"NK cells","other"
"11073","CUBN","LRP2",0,"SMCs",0,"VECs","other"
"11074","CUBN","LRP2",0,"SMCs",0,"Fibroblasts","other"
"11075","CUBN","LRP2",0,"SMCs",0,"SMCs","other"
"11129","CYR61","ITGAM",0.0121012101210121,"T cells",0,"Fibroblasts","other"
"11134","CYR61","ITGAM",0.0252873563218391,"NK cells",0,"Fibroblasts","other"
"11139","CYR61","ITGAM",0.683660130718954,"VECs",0,"Fibroblasts","other"
"11144","CYR61","ITGAM",3.23943661971831,"Fibroblasts",0,"Fibroblasts","other"
"11149","CYR61","ITGAM",0.46551724137931,"SMCs",0,"Fibroblasts","other"
"11201","CYR61","ITGB3",0.0121012101210121,"T cells",0,"T cells","other"
"11202","CYR61","ITGB3",0.0121012101210121,"T cells",0,"NK cells","other"
"11204","CYR61","ITGB3",0.0121012101210121,"T cells",0,"Fibroblasts","other"
"11206","CYR61","ITGB3",0.0252873563218391,"NK cells",0,"T cells","other"
"11207","CYR61","ITGB3",0.0252873563218391,"NK cells",0,"NK cells","other"
"11209","CYR61","ITGB3",0.0252873563218391,"NK cells",0,"Fibroblasts","other"
"11211","CYR61","ITGB3",0.683660130718954,"VECs",0,"T cells","other"
"11212","CYR61","ITGB3",0.683660130718954,"VECs",0,"NK cells","other"
"11214","CYR61","ITGB3",0.683660130718954,"VECs",0,"Fibroblasts","other"
"11216","CYR61","ITGB3",3.23943661971831,"Fibroblasts",0,"T cells","other"
"11217","CYR61","ITGB3",3.23943661971831,"Fibroblasts",0,"NK cells","other"
"11219","CYR61","ITGB3",3.23943661971831,"Fibroblasts",0,"Fibroblasts","other"
"11221","CYR61","ITGB3",0.46551724137931,"SMCs",0,"T cells","other"
"11222","CYR61","ITGB3",0.46551724137931,"SMCs",0,"NK cells","other"
"11224","CYR61","ITGB3",0.46551724137931,"SMCs",0,"Fibroblasts","other"
"11226","CYR61","ITGB5",0.0121012101210121,"T cells",0,"T cells","other"
"11227","CYR61","ITGB5",0.0121012101210121,"T cells",0,"NK cells","other"
"11231","CYR61","ITGB5",0.0252873563218391,"NK cells",0,"T cells","other"
"11232","CYR61","ITGB5",0.0252873563218391,"NK cells",0,"NK cells","other"
"11236","CYR61","ITGB5",0.683660130718954,"VECs",0,"T cells","other"
"11237","CYR61","ITGB5",0.683660130718954,"VECs",0,"NK cells","other"
"11241","CYR61","ITGB5",3.23943661971831,"Fibroblasts",0,"T cells","other"
"11242","CYR61","ITGB5",3.23943661971831,"Fibroblasts",0,"NK cells","other"
"11246","CYR61","ITGB5",0.46551724137931,"SMCs",0,"T cells","other"
"11247","CYR61","ITGB5",0.46551724137931,"SMCs",0,"NK cells","other"
"11251","DCN","EGFR",0.0594059405940594,"T cells",0,"T cells","other"
"11252","DCN","EGFR",0.0594059405940594,"T cells",0,"NK cells","other"
"11256","DCN","EGFR",0.0252873563218391,"NK cells",0,"T cells","other"
"11257","DCN","EGFR",0.0252873563218391,"NK cells",0,"NK cells","other"
"11261","DCN","EGFR",0.0705882352941176,"VECs",0,"T cells","other"
"11262","DCN","EGFR",0.0705882352941176,"VECs",0,"NK cells","other"
"11266","DCN","EGFR",25.6957746478873,"Fibroblasts",0,"T cells","other"
"11267","DCN","EGFR",25.6957746478873,"Fibroblasts",0,"NK cells","other"
"11271","DCN","EGFR",1.01724137931034,"SMCs",0,"T cells","other"
"11272","DCN","EGFR",1.01724137931034,"SMCs",0,"NK cells","other"
"11276","DCN","ERBB4",0.0594059405940594,"T cells",0,"T cells","other"
"11277","DCN","ERBB4",0.0594059405940594,"T cells",0,"NK cells","other"
"11278","DCN","ERBB4",0.0594059405940594,"T cells",0,"VECs","other"
"11280","DCN","ERBB4",0.0594059405940594,"T cells",0,"SMCs","other"
"11281","DCN","ERBB4",0.0252873563218391,"NK cells",0,"T cells","other"
"11282","DCN","ERBB4",0.0252873563218391,"NK cells",0,"NK cells","other"
"11283","DCN","ERBB4",0.0252873563218391,"NK cells",0,"VECs","other"
"11285","DCN","ERBB4",0.0252873563218391,"NK cells",0,"SMCs","other"
"11286","DCN","ERBB4",0.0705882352941176,"VECs",0,"T cells","other"
"11287","DCN","ERBB4",0.0705882352941176,"VECs",0,"NK cells","other"
"11288","DCN","ERBB4",0.0705882352941176,"VECs",0,"VECs","other"
"11290","DCN","ERBB4",0.0705882352941176,"VECs",0,"SMCs","other"
"11291","DCN","ERBB4",25.6957746478873,"Fibroblasts",0,"T cells","other"
"11292","DCN","ERBB4",25.6957746478873,"Fibroblasts",0,"NK cells","other"
"11293","DCN","ERBB4",25.6957746478873,"Fibroblasts",0,"VECs","other"
"11295","DCN","ERBB4",25.6957746478873,"Fibroblasts",0,"SMCs","other"
"11296","DCN","ERBB4",1.01724137931034,"SMCs",0,"T cells","other"
"11297","DCN","ERBB4",1.01724137931034,"SMCs",0,"NK cells","other"
"11298","DCN","ERBB4",1.01724137931034,"SMCs",0,"VECs","other"
"11300","DCN","ERBB4",1.01724137931034,"SMCs",0,"SMCs","other"
"11301","DCN","MET",0.0594059405940594,"T cells",0,"T cells","other"
"11302","DCN","MET",0.0594059405940594,"T cells",0,"NK cells","other"
"11305","DCN","MET",0.0594059405940594,"T cells",0,"SMCs","other"
"11306","DCN","MET",0.0252873563218391,"NK cells",0,"T cells","other"
"11307","DCN","MET",0.0252873563218391,"NK cells",0,"NK cells","other"
"11310","DCN","MET",0.0252873563218391,"NK cells",0,"SMCs","other"
"11311","DCN","MET",0.0705882352941176,"VECs",0,"T cells","other"
"11312","DCN","MET",0.0705882352941176,"VECs",0,"NK cells","other"
"11315","DCN","MET",0.0705882352941176,"VECs",0,"SMCs","other"
"11316","DCN","MET",25.6957746478873,"Fibroblasts",0,"T cells","other"
"11317","DCN","MET",25.6957746478873,"Fibroblasts",0,"NK cells","other"
"11320","DCN","MET",25.6957746478873,"Fibroblasts",0,"SMCs","other"
"11321","DCN","MET",1.01724137931034,"SMCs",0,"T cells","other"
"11322","DCN","MET",1.01724137931034,"SMCs",0,"NK cells","other"
"11325","DCN","MET",1.01724137931034,"SMCs",0,"SMCs","other"
"11328","DEFB1","CCR6",0.0033003300330033,"T cells",0,"VECs","other"
"11330","DEFB1","CCR6",0.0033003300330033,"T cells",0,"SMCs","other"
"11333","DEFB1","CCR6",0.00229885057471264,"NK cells",0,"VECs","other"
"11335","DEFB1","CCR6",0.00229885057471264,"NK cells",0,"SMCs","other"
"11338","DEFB1","CCR6",0.00130718954248366,"VECs",0,"VECs","other"
"11340","DEFB1","CCR6",0.00130718954248366,"VECs",0,"SMCs","other"
"11343","DEFB1","CCR6",0.0225352112676056,"Fibroblasts",0,"VECs","other"
"11345","DEFB1","CCR6",0.0225352112676056,"Fibroblasts",0,"SMCs","other"
"11346","DEFB1","CCR6",0,"SMCs",0.156215621562156,"T cells","other"
"11347","DEFB1","CCR6",0,"SMCs",0.0137931034482759,"NK cells","other"
"11348","DEFB1","CCR6",0,"SMCs",0,"VECs","other"
"11349","DEFB1","CCR6",0,"SMCs",0.0140845070422535,"Fibroblasts","other"
"11350","DEFB1","CCR6",0,"SMCs",0,"SMCs","other"
"11351","DEFB4A","CCR6",0,"T cells",0.156215621562156,"T cells","other"
"11352","DEFB4A","CCR6",0,"T cells",0.0137931034482759,"NK cells","other"
"11353","DEFB4A","CCR6",0,"T cells",0,"VECs","other"
"11354","DEFB4A","CCR6",0,"T cells",0.0140845070422535,"Fibroblasts","other"
"11355","DEFB4A","CCR6",0,"T cells",0,"SMCs","other"
"11356","DEFB4A","CCR6",0,"NK cells",0.156215621562156,"T cells","other"
"11357","DEFB4A","CCR6",0,"NK cells",0.0137931034482759,"NK cells","other"
"11358","DEFB4A","CCR6",0,"NK cells",0,"VECs","other"
"11359","DEFB4A","CCR6",0,"NK cells",0.0140845070422535,"Fibroblasts","other"
"11360","DEFB4A","CCR6",0,"NK cells",0,"SMCs","other"
"11361","DEFB4A","CCR6",0,"VECs",0.156215621562156,"T cells","other"
"11362","DEFB4A","CCR6",0,"VECs",0.0137931034482759,"NK cells","other"
"11363","DEFB4A","CCR6",0,"VECs",0,"VECs","other"
"11364","DEFB4A","CCR6",0,"VECs",0.0140845070422535,"Fibroblasts","other"
"11365","DEFB4A","CCR6",0,"VECs",0,"SMCs","other"
"11366","DEFB4A","CCR6",0,"Fibroblasts",0.156215621562156,"T cells","other"
"11367","DEFB4A","CCR6",0,"Fibroblasts",0.0137931034482759,"NK cells","other"
"11368","DEFB4A","CCR6",0,"Fibroblasts",0,"VECs","other"
"11369","DEFB4A","CCR6",0,"Fibroblasts",0.0140845070422535,"Fibroblasts","other"
"11370","DEFB4A","CCR6",0,"Fibroblasts",0,"SMCs","other"
"11371","DEFB4A","CCR6",0,"SMCs",0.156215621562156,"T cells","other"
"11372","DEFB4A","CCR6",0,"SMCs",0.0137931034482759,"NK cells","other"
"11373","DEFB4A","CCR6",0,"SMCs",0,"VECs","other"
"11374","DEFB4A","CCR6",0,"SMCs",0.0140845070422535,"Fibroblasts","other"
"11375","DEFB4A","CCR6",0,"SMCs",0,"SMCs","other"
"11376","DEFB4A","TLR4",0,"T cells",0.0066006600660066,"T cells","other"
"11377","DEFB4A","TLR4",0,"T cells",0.00689655172413793,"NK cells","other"
"11378","DEFB4A","TLR4",0,"T cells",0.0758169934640523,"VECs","other"
"11379","DEFB4A","TLR4",0,"T cells",0.0140845070422535,"Fibroblasts","other"
"11380","DEFB4A","TLR4",0,"T cells",0,"SMCs","other"
"11381","DEFB4A","TLR4",0,"NK cells",0.0066006600660066,"T cells","other"
"11382","DEFB4A","TLR4",0,"NK cells",0.00689655172413793,"NK cells","other"
"11383","DEFB4A","TLR4",0,"NK cells",0.0758169934640523,"VECs","other"
"11384","DEFB4A","TLR4",0,"NK cells",0.0140845070422535,"Fibroblasts","other"
"11385","DEFB4A","TLR4",0,"NK cells",0,"SMCs","other"
"11386","DEFB4A","TLR4",0,"VECs",0.0066006600660066,"T cells","other"
"11387","DEFB4A","TLR4",0,"VECs",0.00689655172413793,"NK cells","other"
"11388","DEFB4A","TLR4",0,"VECs",0.0758169934640523,"VECs","other"
"11389","DEFB4A","TLR4",0,"VECs",0.0140845070422535,"Fibroblasts","other"
"11390","DEFB4A","TLR4",0,"VECs",0,"SMCs","other"
"11391","DEFB4A","TLR4",0,"Fibroblasts",0.0066006600660066,"T cells","other"
"11392","DEFB4A","TLR4",0,"Fibroblasts",0.00689655172413793,"NK cells","other"
"11393","DEFB4A","TLR4",0,"Fibroblasts",0.0758169934640523,"VECs","other"
"11394","DEFB4A","TLR4",0,"Fibroblasts",0.0140845070422535,"Fibroblasts","other"
"11395","DEFB4A","TLR4",0,"Fibroblasts",0,"SMCs","other"
"11396","DEFB4A","TLR4",0,"SMCs",0.0066006600660066,"T cells","other"
"11397","DEFB4A","TLR4",0,"SMCs",0.00689655172413793,"NK cells","other"
"11398","DEFB4A","TLR4",0,"SMCs",0.0758169934640523,"VECs","other"
"11399","DEFB4A","TLR4",0,"SMCs",0.0140845070422535,"Fibroblasts","other"
"11400","DEFB4A","TLR4",0,"SMCs",0,"SMCs","other"
"11401","DHH","BOC",0,"T cells",0,"T cells","other"
"11402","DHH","BOC",0,"T cells",0,"NK cells","other"
"11403","DHH","BOC",0,"T cells",0.00130718954248366,"VECs","other"
"11404","DHH","BOC",0,"T cells",0.0507042253521127,"Fibroblasts","other"
"11405","DHH","BOC",0,"T cells",0,"SMCs","other"
"11406","DHH","BOC",0,"NK cells",0,"T cells","other"
"11407","DHH","BOC",0,"NK cells",0,"NK cells","other"
"11408","DHH","BOC",0,"NK cells",0.00130718954248366,"VECs","other"
"11409","DHH","BOC",0,"NK cells",0.0507042253521127,"Fibroblasts","other"
"11410","DHH","BOC",0,"NK cells",0,"SMCs","other"
"11411","DHH","BOC",0.00915032679738562,"VECs",0,"T cells","other"
"11412","DHH","BOC",0.00915032679738562,"VECs",0,"NK cells","other"
"11415","DHH","BOC",0.00915032679738562,"VECs",0,"SMCs","other"
"11416","DHH","BOC",0,"Fibroblasts",0,"T cells","other"
"11417","DHH","BOC",0,"Fibroblasts",0,"NK cells","other"
"11418","DHH","BOC",0,"Fibroblasts",0.00130718954248366,"VECs","other"
"11419","DHH","BOC",0,"Fibroblasts",0.0507042253521127,"Fibroblasts","other"
"11420","DHH","BOC",0,"Fibroblasts",0,"SMCs","other"
"11421","DHH","BOC",0,"SMCs",0,"T cells","other"
"11422","DHH","BOC",0,"SMCs",0,"NK cells","other"
"11423","DHH","BOC",0,"SMCs",0.00130718954248366,"VECs","other"
"11424","DHH","BOC",0,"SMCs",0.0507042253521127,"Fibroblasts","other"
"11425","DHH","BOC",0,"SMCs",0,"SMCs","other"
"11426","DHH","CDON",0,"T cells",0,"T cells","other"
"11427","DHH","CDON",0,"T cells",0,"NK cells","other"
"11428","DHH","CDON",0,"T cells",0,"VECs","other"
"11429","DHH","CDON",0,"T cells",0.0028169014084507,"Fibroblasts","other"
"11430","DHH","CDON",0,"T cells",0,"SMCs","other"
"11431","DHH","CDON",0,"NK cells",0,"T cells","other"
"11432","DHH","CDON",0,"NK cells",0,"NK cells","other"
"11433","DHH","CDON",0,"NK cells",0,"VECs","other"
"11434","DHH","CDON",0,"NK cells",0.0028169014084507,"Fibroblasts","other"
"11435","DHH","CDON",0,"NK cells",0,"SMCs","other"
"11436","DHH","CDON",0.00915032679738562,"VECs",0,"T cells","other"
"11437","DHH","CDON",0.00915032679738562,"VECs",0,"NK cells","other"
"11438","DHH","CDON",0.00915032679738562,"VECs",0,"VECs","other"
"11440","DHH","CDON",0.00915032679738562,"VECs",0,"SMCs","other"
"11441","DHH","CDON",0,"Fibroblasts",0,"T cells","other"
"11442","DHH","CDON",0,"Fibroblasts",0,"NK cells","other"
"11443","DHH","CDON",0,"Fibroblasts",0,"VECs","other"
"11444","DHH","CDON",0,"Fibroblasts",0.0028169014084507,"Fibroblasts","other"
"11445","DHH","CDON",0,"Fibroblasts",0,"SMCs","other"
"11446","DHH","CDON",0,"SMCs",0,"T cells","other"
"11447","DHH","CDON",0,"SMCs",0,"NK cells","other"
"11448","DHH","CDON",0,"SMCs",0,"VECs","other"
"11449","DHH","CDON",0,"SMCs",0.0028169014084507,"Fibroblasts","other"
"11450","DHH","CDON",0,"SMCs",0,"SMCs","other"
"11451","DHH","HHIP",0,"T cells",0.0044004400440044,"T cells","other"
"11452","DHH","HHIP",0,"T cells",0,"NK cells","other"
"11453","DHH","HHIP",0,"T cells",0.00130718954248366,"VECs","other"
"11454","DHH","HHIP",0,"T cells",0.00563380281690141,"Fibroblasts","other"
"11455","DHH","HHIP",0,"T cells",0,"SMCs","other"
"11456","DHH","HHIP",0,"NK cells",0.0044004400440044,"T cells","other"
"11457","DHH","HHIP",0,"NK cells",0,"NK cells","other"
"11458","DHH","HHIP",0,"NK cells",0.00130718954248366,"VECs","other"
"11459","DHH","HHIP",0,"NK cells",0.00563380281690141,"Fibroblasts","other"
"11460","DHH","HHIP",0,"NK cells",0,"SMCs","other"
"11462","DHH","HHIP",0.00915032679738562,"VECs",0,"NK cells","other"
"11465","DHH","HHIP",0.00915032679738562,"VECs",0,"SMCs","other"
"11466","DHH","HHIP",0,"Fibroblasts",0.0044004400440044,"T cells","other"
"11467","DHH","HHIP",0,"Fibroblasts",0,"NK cells","other"
"11468","DHH","HHIP",0,"Fibroblasts",0.00130718954248366,"VECs","other"
"11469","DHH","HHIP",0,"Fibroblasts",0.00563380281690141,"Fibroblasts","other"
"11470","DHH","HHIP",0,"Fibroblasts",0,"SMCs","other"
"11471","DHH","HHIP",0,"SMCs",0.0044004400440044,"T cells","other"
"11472","DHH","HHIP",0,"SMCs",0,"NK cells","other"
"11473","DHH","HHIP",0,"SMCs",0.00130718954248366,"VECs","other"
"11474","DHH","HHIP",0,"SMCs",0.00563380281690141,"Fibroblasts","other"
"11475","DHH","HHIP",0,"SMCs",0,"SMCs","other"
"11476","DHH","PTCH1",0,"T cells",0.0011001100110011,"T cells","other"
"11477","DHH","PTCH1",0,"T cells",0.00689655172413793,"NK cells","other"
"11478","DHH","PTCH1",0,"T cells",0.00392156862745098,"VECs","other"
"11479","DHH","PTCH1",0,"T cells",0.0197183098591549,"Fibroblasts","other"
"11480","DHH","PTCH1",0,"T cells",0,"SMCs","other"
"11481","DHH","PTCH1",0,"NK cells",0.0011001100110011,"T cells","other"
"11482","DHH","PTCH1",0,"NK cells",0.00689655172413793,"NK cells","other"
"11483","DHH","PTCH1",0,"NK cells",0.00392156862745098,"VECs","other"
"11484","DHH","PTCH1",0,"NK cells",0.0197183098591549,"Fibroblasts","other"
"11485","DHH","PTCH1",0,"NK cells",0,"SMCs","other"
"11490","DHH","PTCH1",0.00915032679738562,"VECs",0,"SMCs","other"
"11491","DHH","PTCH1",0,"Fibroblasts",0.0011001100110011,"T cells","other"
"11492","DHH","PTCH1",0,"Fibroblasts",0.00689655172413793,"NK cells","other"
"11493","DHH","PTCH1",0,"Fibroblasts",0.00392156862745098,"VECs","other"
"11494","DHH","PTCH1",0,"Fibroblasts",0.0197183098591549,"Fibroblasts","other"
"11495","DHH","PTCH1",0,"Fibroblasts",0,"SMCs","other"
"11496","DHH","PTCH1",0,"SMCs",0.0011001100110011,"T cells","other"
"11497","DHH","PTCH1",0,"SMCs",0.00689655172413793,"NK cells","other"
"11498","DHH","PTCH1",0,"SMCs",0.00392156862745098,"VECs","other"
"11499","DHH","PTCH1",0,"SMCs",0.0197183098591549,"Fibroblasts","other"
"11500","DHH","PTCH1",0,"SMCs",0,"SMCs","other"
"11501","DHH","PTCH2",0,"T cells",0.0011001100110011,"T cells","other"
"11502","DHH","PTCH2",0,"T cells",0.00229885057471264,"NK cells","other"
"11503","DHH","PTCH2",0,"T cells",0.00130718954248366,"VECs","other"
"11504","DHH","PTCH2",0,"T cells",0,"Fibroblasts","other"
"11505","DHH","PTCH2",0,"T cells",0,"SMCs","other"
"11506","DHH","PTCH2",0,"NK cells",0.0011001100110011,"T cells","other"
"11507","DHH","PTCH2",0,"NK cells",0.00229885057471264,"NK cells","other"
