gene,GSM3290067,GSM3290068,GSM3290069,GSM3290070,GSM3290075,GSM3290077,GSM3290082,GSM3290084,GSM3290099,GSM3290103,GSM3290105,GSM3290107,GSM3290108,GSM3290109,GSM3290113,GSM3290116,GSM3290126,GSM3290127,GSM3290129,GSM3290136,GSM3290138,GSM3290140,GSM3290143,GSM3290148
PTPRJ,7.8180524,7.369286,7.8540646,7.1052248,7.3619634,8.348612,7.4692286,7.3039316,8.025118,7.4839574,7.639203,7.1382286,7.7141028,8.4159088,7.4300326,7.4983256,7.5024576,7.8211288,7.6218674,7.9364052,7.5194916,7.4683946,7.3560154,7.5000588
ADARB1,7.8875384,7.591109,7.250534,7.7935112,8.4923442,7.7272856,7.3717806,8.1592152,7.580347,7.8094504,7.487526,8.15676,7.9940698,6.8057194,6.8253186,7.6918304,7.6731846,8.1523036,7.8863428,7.4723876,7.8991054,8.2157682,7.6822824,7.7410274
WDFY1,7.2942854,7.4601656,7.6335562,7.6070246,7.5824262,7.7101382,7.557677,7.5946956,7.852642,7.7014676,7.6986306,8.040093,7.7097296,8.0117532,7.9946178,7.6597532,7.6762858,7.5836034,7.5344068,7.5612736,7.6284218,7.9231518,7.4976056,7.7167
SUN1,7.5920736,7.7620374,7.4115206,7.5474782,7.7542032,7.5861784,7.7234634,7.987776,7.557677,7.739244,7.5077112,7.5660164,7.7839766,7.217944,7.3757734,7.7586202,7.8130638,7.96535,7.8147284,7.4584114,7.6756546,7.626648,7.7817974,7.937527
PAFAH1B2,7.8234584,7.5064186,7.7808512,7.555005,7.8424728,7.6663802,7.5984896,7.8070734,7.2873428,7.6856868,7.8520328,7.557677,7.4991518,7.2612906,7.5988634,7.7358352,7.8263892,7.5184976,7.7505212,7.7116192,7.7532426,7.3179422,7.6817174,7.7691318
CYTH1,7.7414438,7.479946,7.646328,7.4758804,7.4030006,7.4638418,7.5380096,7.570676,8.0722148,7.317588,7.5102484,7.7895606,7.849908,7.779118,7.8895768,8.0036826,7.6331154,7.7454332,7.571919,7.2625178,7.6415464,7.494019,7.7027762,7.2700772
SORL1,6.9421792,7.0141746,7.0515996,6.9628748,7.089168,7.6612616,7.6107992,7.412883,7.681206,7.3059892,7.7312496,7.0330958,7.0093096,8.147273,7.1020226,7.5370912,7.4870772,7.1870364,7.2980264,7.1938514,7.447179,7.8561854,7.1678116,7.5683088
NCKAP1L,7.1057048,6.977701,7.9576574,7.5189722,7.1074536,7.6247158,7.5612736,7.1462278,8.3216816,7.0664434,6.9052096,7.1402684,7.3786536,8.5390886,8.4372774,7.7542032,7.1127904,6.8623904,7.458777,6.75072,7.3660036,7.6227334,7.5598998,7.9114634
DOCK8,7.2080858,7.1813792,8.2068468,7.6806752,7.2793604,7.8034238,7.5555364,7.0813794,7.7526982,7.3335314,7.489966,7.1374686,7.5304118,8.7273916,8.2472216,7.8450058,7.353851,7.1899708,7.36024,6.9225214,7.4931752,7.8362296,7.8556712,7.7450272
ARRB2,7.3696806,7.2736068,7.7368674,7.3688242,7.3326296,7.4141582,7.3266996,7.2952512,7.684679,7.019114,7.3916878,7.2416812,7.4051196,8.0302478,7.4611552,7.3463662,6.9129754,7.4462638,7.2890762,7.2249718,7.5432574,7.4222298,7.3638118,7.3966798
ERO1L,7.1849366,7.236643,7.3072208,7.4629918,7.3705248,7.5370912,7.3883026,7.6280604,7.5383832,7.3043054,7.3109208,7.3047274,7.2956804,7.5037562,7.8520328,7.484863,7.5132158,7.4204098,7.366559,7.1599662,7.2850342,7.2919608,7.4042904,7.5151266
SYNRG,7.5417172,7.4743704,7.66169,7.4196196,7.580347,7.3017182,7.5279602,7.4606914,7.7234634,7.759138,7.4683946,7.2893846,7.901599,8.4246836,7.9952306,7.79304,7.4137776,7.5446032,7.4110014,7.422696,7.3913142,7.7727332,7.5503336,7.659273
ERCC5,7.3485654,7.435209,7.560825,7.36024,7.6075998,7.338565,7.5237528,7.768653,7.4772372,7.4601656,7.1065424,7.2000454,7.5413058,8.15676,7.7191068,7.2989204,7.496488,7.3908386,7.8366786,7.5020692,7.5794388,7.7364322,7.312223,7.7291984
SNX10,7.145035,6.7151326,7.7956198,7.4388094,6.9201718,8.0812812,7.5484152,6.8711204,8.0090612,6.7236888,7.1544856,7.603809,6.855266,8.4510234,8.3658588,6.841299,7.2579716,6.8226662,7.4601656,7.4343036,7.5309162,7.623278,7.0495084,8.0362054
ZNF506,7.4196196,7.4296074,7.6756546,7.6107992,7.3414412,7.4677738,7.3373104,7.448969,7.6782084,7.786077,7.5455244,7.6333358,7.4182288,8.0318376,7.4995706,7.580347,7.3883026,7.4137776,7.4687872,7.6751948,7.458777,7.4922962,7.494019,7.3925466
PPP2R5C,7.6960304,7.3802866,7.5421876,7.3102302,7.6085416,7.463452,7.5714834,7.474901,7.7652324,7.5309162,7.5594396,7.1092776,7.4584114,7.9819754,7.6756546,7.412364,7.5699229,7.2353702,7.4904098,7.412883,7.5020692,7.3962834,7.3723108,7.6402584
NUP43,7.3330756,7.1577836,7.2219476,7.202551,7.2753162,7.5746312,7.3970444,7.3012958,7.8029812,7.553065,7.1891726,7.4772372,7.5155112,8.0589702,7.4323162,7.315812,7.38375,7.6602242,7.5294288,7.553997,7.3597866,7.6580502,7.528518,7.5397472
PAPOLG,7.0038668,7.2425742,7.1462278,7.6081354,7.1689814,7.4566006,7.6350814,7.5370912,7.7204098,7.5665166,7.4167622,7.5255972,7.560825,8.438904,7.7450272,7.6307888,7.6402584,7.8008986,7.1617994,7.7000312,7.5880184,7.8848628,7.4145964,6.6180682
DOCK10,6.7155086,6.5993438,7.544134,7.21651,7.7935112,7.3717806,7.569702,7.4096122,8.0766656,7.7101382,7.4396918,7.0954564,7.2669202,8.6053234,8.2631726,7.8895768,7.3266996,7.1824804,7.487526,6.8108315,7.063453,8.2563892,7.1005382,7.3516936
PDZD8,7.5513042,7.6147312,7.3271116,7.3243894,7.5654332,7.5545362,7.4283144,7.4566006,7.2383518,7.484863,7.732843,7.6528878,7.3313712,7.1030158,7.0843076,7.5641218,7.6673672,7.5459756,7.556958,7.5488836,7.3377298,7.3824718,7.5852648,7.0386212
INPP5D,7.4357938,7.1298056,7.4976056,7.3034568,7.454504,7.6951716,7.7121662,7.693282,8.0042038,7.5041756,7.0183378,7.8584454,7.538892,8.4169526,7.986034,7.8799034,7.5118586,6.993599,7.4158604,6.573322,7.3420063,7.6270772,7.0359346,7.645343
NPAT,7.538892,7.3285998,7.3149512,7.1137688,7.2317316,7.125666,7.5488836,7.4866156,7.7406136,7.6382458,7.195177,7.3802866,7.5132158,7.9427182,7.751046,7.2630272,7.021942,7.5499202,7.4808398,7.6064262,7.2793604,7.4790508,7.2588206,7.6563518
RYBP,7.9083666,7.451627,6.9719882,7.0959172,7.713067,7.3824718,7.5603892,7.5397472,7.2094544,7.2575516,7.9692722,7.5231676,7.3187936,6.7459156,7.075682,7.1127904,7.645773,7.7674498,7.0954564,7.6223046,7.3572302,7.2063786,7.1653152,7.2202742
KANK2,6.9894148,7.3171894,7.4734138,7.5861784,7.4671666,7.1005382,7.338097,7.8150292,6.873558,7.7523402,7.3775754,7.407531,7.4476846,6.5928968,6.5697918,7.5673786,7.4825178,7.739244,7.5673786,6.9287138,7.4670038,7.5164162,7.5344068,7.8595684
ANKRD40,7.4283144,7.3490688,7.639741,7.4259114,7.6602242,7.4379736,7.278532,7.487526,7.1376297,7.3149512,7.5271248,7.4454176,7.5594396,7.0914944,7.1470384,7.1141998,7.4115206,7.2287306,7.3642824,7.3925466,7.448969,7.2325414,7.3568278,7.1577836
HLA-DQB2,7.3097612,7.7429068,7.2094544,7.1537736,7.1078002,7.3651456,7.3520774,7.4235856,7.7344862,7.7762492,7.8366786,7.3824718,7.7072722,8.617074,7.7890484,7.8135086,7.0380047,7.479946,7.4508274,7.050328,7.4611552,8.124883,7.5155112,6.65669
GBE1,7.0484007,7.1501022,6.8211006,7.3109208,7.3597866,7.3812812,7.239242,7.3727046,7.0511876,7.195177,7.4852754,7.3500492,7.312223,6.6600668,7.1435118,7.0018722,7.6237872,7.5333742,7.3454164,6.8491994,7.2480024,7.2522796,7.4137776,7.0820844
5-Mar,7.3713856,7.4154466,7.221057,7.1530236,7.6695904,7.4758804,7.464317,7.4086694,7.2362322,7.3747892,7.3080442,7.2672954,7.3154208,6.9842644,7.2453224,7.3705248,7.5315559,7.5266114,7.3226748,7.4835524,7.3394132,7.4292194,7.3846158,7.3262806
BTN3A3,7.1960798,6.9456362,7.6687002,6.685989,6.6234526,7.03421,8.8172334,7.9218848,8.0267792,7.7727332,7.2660684,7.4235856,7.3624098,8.536622,7.918046,7.9813956,7.4357938,7.0638736,7.0402152,6.8680746,7.6365608,7.4670038,7.3131018,7.7116192
ITGA4,6.582385,6.40969,7.3568278,6.8314586,7.3276918,7.1845602,7.639741,8.0482134,8.065762,7.2846656,6.8110378,6.607965,7.2482986,8.855404,8.21073,8.0784896,7.002758,6.8949398,7.4995706,6.780706,6.9539006,7.7766724,7.21696,7.1483956
KDM4C,7.3072208,7.3747892,7.3144826,7.3214656,7.4059914,7.2462244,7.4571518,7.3210268,7.3855038,7.472006,7.0319076,7.1108576,7.4010914,7.5746312,7.581887,7.3364136,7.1678116,7.1878884,7.5263857,7.2723346,7.1617994,7.3443986,7.1985406,7.3027054
DENND2D,7.4263616,7.2657188,7.4137776,7.0244356,7.0851708,7.5777466,7.5035226,7.4167622,7.8672222,6.7784352,6.9597591,6.641879,7.261589,8.690392,8.1367718,7.620872,7.1414456,7.061854,7.0680938,7.454989,6.937588,6.9656582,7.5098164,7.5479042
TRIP10,7.353851,7.4534586,6.9578374,7.0018722,7.1406638,7.4936344,7.5213984,7.7781982,7.054915,7.4366494,7.4530692,7.6261178,7.2321026,6.493747,7.0325398,7.2500828,7.7014676,7.9083666,7.3584638,7.2549208,7.4885444,6.9785076,7.0110454,7.7406136
FAM129A,6.7795244,6.9278788,7.2362322,7.3200552,6.9907534,7.4534586,6.5965298,7.0537288,7.0409736,7.2262274,7.3735946,7.4150592,6.906942,8.2875628,7.4885444,7.3633686,7.6316972,7.3846158,6.8920582,6.8848142,7.118465,7.4909164,6.8049006,7.4566006
EXOC2,7.2768972,6.746697,6.995218,7.0486272,7.1821186,7.1735166,7.4526484,7.3321726,7.5925186,7.4263616,6.7900872,7.0838844,7.1496802,7.7482394,7.4462638,7.3240294,7.2509728,6.9846546,7.472006,7.4182288,7.1629568,7.5077112,7.2549208,7.4273164
STYX,6.9114236,7.3651456,7.1933926,6.8263656,7.2888901,7.1319296,7.3084908,7.0262336,7.3986772,7.3580866,6.9907534,7.3883026,7.2535622,7.7532426,7.2333664,7.0944902,7.1370236,7.4065048,7.2583564,7.2652618,7.2206826,7.0364508,7.0330958,7.3266996
YES1,7.296564,7.2928344,7.0110454,6.8688586,7.1043832,7.3790626,7.5669488,7.4200344,7.34492,7.2300786,7.3828582,7.5955668,7.2124706,6.2548052,6.5993438,7.5112606,7.440076,7.3126468,7.5857296,7.1279254,7.075682,6.7988436,7.3995946,7.23875
UHRF2,7.1613076,7.412883,7.1488186,7.3118422,7.2973316,7.3389758,7.5081762,7.3008074,7.1240018,7.3309918,7.058872,7.089168,7.2919608,7.8535762,7.6782084,7.1333988,7.2000454,7.0420274,7.2188538,7.503289,7.215803,7.4196196,7.1590798,7.1374686
RASAL2,7.4177616,7.4383996,7.1141998,6.9003082,7.7482394,7.3628516,7.5471228,7.4476846,6.9719882,7.3105526,7.9399018,7.3962834,7.4366494,6.7682634,6.5132498,7.0232446,7.4366494,7.078529,7.4268162,7.4429888,7.5365766,7.8466704,6.7221884,7.2948378
AIM1,6.8751212,6.7536516,7.2121418,7.3970444,6.6469474,7.794043,6.7791364,6.853583,7.0194268,7.0683509,7.5049486,6.8751212,7.144537,8.1965022,8.1648752,6.7486212,7.798807,7.572743,6.8351096,6.8895014,7.0075796,7.7135782,7.0244356,7.423923
FYB,7.0060342,6.8588592,6.8441492,6.5006522,6.685989,7.2076452,7.1517676,7.10248,7.9843068,7.0601854,6.6876664,6.5365072,7.1319296,8.9273902,7.7406136,7.288704,6.7919964,7.1740442,6.7249264,7.1665334,6.9624058,7.278532,6.6563332,7.0962966
KIF13B,7.354756,7.230958,7.0210924,6.848264,7.267717,7.6425551,7.2090308,7.1609058,7.1410164,7.180203,7.080728,7.4728824,7.3373104,8.267589,7.5132158,7.2768972,7.5852648,7.2378678,6.9846546,6.9706592,7.1571752,7.342775,7.0959172,7.205839
RNASE6,7.4705526,7.1744346,6.59335,7.21696,6.5239836,6.8331658,6.6732846,6.7869724,7.1573936,6.6823524,6.8623904,6.860522,7.128428,8.3236456,7.6203436,6.8496142,6.6322336,6.4383198,6.2619862,7.1454176,7.261589,8.0042038,7.0601854,6.0150914
EPB41,7.5144338,7.0031212,7.3226748,6.8765086,6.89982,7.0486272,7.5155112,7.0277684,7.5673786,7.5930108,6.79396,6.752111,7.4105564,7.7486794,7.3802866,7.2383518,7.0444444,6.8437624,7.448969,7.0232446,7.5326796,6.9201718,7.0236372,7.103851
HPS3,7.0170676,7.2437846,7.4651746,7.0097662,6.8057194,6.7447626,7.1899708,6.9628748,7.2993644,7.0652934,6.585438,6.8379236,6.9719882,7.841435,7.5326796,6.9151472,6.6644464,6.4117448,7.075682,6.997712,6.8915836,7.0463598,7.0472588,7.0129416
DOCK2,6.6943476,6.520999,7.3727046,7.0335528,6.8511132,7.2083529,7.2807476,7.1549704,7.8371132,6.5870284,6.5893692,6.6382154,7.2937698,8.1187148,7.8460454,7.4141582,6.7263876,6.8445174,6.8065456,6.3676306,6.7997656,7.2642882,6.8915836,7.2317316
INPP5A,7.2029934,7.4388094,7.1052248,6.9160402,7.202551,7.1789466,7.0694808,6.9093048,6.5747924,6.8634742,7.2462244,7.5098164,7.4059914,6.4554588,6.3084892,6.8655198,6.9741712,7.2583564,6.9179574,7.3051006,7.3171894,7.217944,6.830555,7.405548
BTN3A1,6.8730758,6.3761412,7.2890762,6.6713824,6.6884712,7.202551,8.1444222,7.611755,8.3534624,7.4445658,7.2063786,6.8885682,7.0444444,8.833125,8.0355906,8.1335684,7.1271022,6.7199536,7.4638418,7.0355138,6.992047,7.4426024,7.1712902,7.794043
ZZEF1,7.1346588,7.0179508,7.1821186,6.9451888,7.1832794,7.2231734,7.1005382,7.054062,7.0927626,6.98903,6.9443592,7.1924748,7.2850342,7.3798446,7.3808734,7.202551,7.0558036,7.1293108,7.1549704,7.0114024,7.156627,7.1845602,6.8910083,7.1279254
MIOS,7.073476,6.896424,6.84715,6.7673762,7.0789048,6.8911702,7.1012016,7.0210924,7.4839574,7.0472588,7.019114,6.8816502,6.9667394,7.3850514,7.3249998,6.9394732,6.999527,7.0463598,7.0174804,7.3105526,6.9525442,6.7791364,6.9781588,7.0720828
SUPV3L1,6.8932724,7.2000454,7.0232446,7.0312334,6.5272572,7.2993644,6.797384,6.8180322,7.2660684,6.9043486,6.8049006,7.103851,7.0060342,7.647738,7.7249766,6.9436672,6.905735,7.2749016,7.2652618,7.1537736,6.7548036,7.089168,7.2312938,6.9961006
CCL5,7.7268028,7.3995946,7.7358352,7.5590432,6.7455906,8.0753794,7.0967934,6.704058,8.937826,7.1693788,7.7423752,6.2210807,7.9175692,10.1223412,8.421754,7.8781938,7.3580866,7.0558036,7.3359854,7.1701102,6.6491056,7.2657188,7.1577836,8.0959568
PRKACB,6.778,6.8904724,7.1454176,6.9750026,7.0769118,7.307539,7.2011418,6.903105,7.693282,7.418615,6.9554356,6.8375998,6.8904724,8.6997606,7.5662665,7.2841316,7.0843076,6.8742998,7.1735166,7.0580122,6.9685326,7.4016676,6.8615914,7.1985406
LPXN,6.3960711,6.499504,7.4065048,6.9956698,7.1657574,6.681881,7.12441,6.5814986,7.9473404,7.0141746,6.7643838,6.6072846,6.8487236,7.9698542,7.7796342,7.470092,6.6891736,6.2328248,7.1210832,6.2907356,6.5687528,7.5203698,6.991697,7.5997094
INPP5B,6.7307408,7.130642,7.128428,7.1159178,7.2612906,7.1249915,6.934966,6.8271762,7.0669222,7.0079358,6.4785496,7.2249718,7.155815,7.6960304,7.0739904,7.5499202,7.0312334,7.312223,7.090666,7.024906,7.001507,7.367895,6.9225214,7.5772594
NKG7,7.5777466,6.8401132,7.96644,6.3191664,6.0474804,8.0894616,8.3274188,6.8634742,9.55035,7.168441,7.4715246,5.7686998,7.2923904,9.1326536,7.0440472,7.373203,6.5201148,6.8864382,7.0436978,7.2102678,6.6974846,6.3803268,6.4117448,7.8407277
ZNF667-AS1,7.38375,6.629771,6.8034194,6.896424,7.1599662,6.5679408,6.8034194,7.8144276,7.0093096,8.0036826,7.6242452,7.6427304,6.5679408,6.3868062,6.100174,6.7203232,7.282389,7.6514982,7.0720828,7.1617994,7.0572216,6.9819154,6.9573872,7.1009468
IQGAP2,6.7473838,6.679763,7.0179508,6.6729714,6.7900872,7.1214976,7.0459794,6.7486212,7.4885444,7.0499336,7.1310686,6.7635202,7.0776622,8.080641,7.7297462,6.967628,7.3210268,6.9402738,7.3109208,7.3012958,7.118864,7.2772688,6.9027532,6.8137056
KIF1C,7.6095768,7.0720828,7.3389758,7.239242,7.38375,7.1063244,7.1508962,6.7394266,6.2929098,6.8267876,7.1236406,7.3162394,7.3463662,6.4719434,6.6476634,6.9846546,7.089168,7.121965,6.8445174,6.8924442,7.1689814,6.7888236,7.1414456,6.7158378
CLEC2D,6.949087,6.6662288,6.807867,6.8462698,7.0110454,6.4110194,7.3747892,7.0593578,7.937527,7.4927224,6.2489618,6.6139312,6.9079912,8.674879,7.927651,7.6856868,7.1479632,6.4303974,7.2317316,6.629771,6.5307052,7.269695,6.9101832,7.4734138
RAC2,6.412427,6.5664681,7.3295286,7.0800866,6.6891736,7.3154208,6.812275,6.4424474,8.1287392,6.7007094,6.732235,6.2837838,6.87074,7.6969794,7.8299222,7.3940004,6.6269376,6.8347168,6.783005,6.6337732,6.3053342,7.1821186,6.6192224,7.4167622
NIN,6.757545,6.7927628,6.860072,6.6757602,6.9737896,6.8697262,7.4962604,7.1377908,7.1120528,7.0935716,6.9573872,6.87074,6.8844788,7.955264,7.3377298,6.8556462,6.9525442,6.8249518,7.0114024,6.9232664,6.8359626,7.045219,6.7434938,7.076225
OR2A9P,7.738847,7.0985598,7.1395058,6.8426612,7.4300326,7.0868904,7.963478,7.7515334,7.843909,7.3916878,7.6288376,7.605239,7.6782084,4.8093862,7.2531314,6.651425,7.454504,5.8915092,7.2869146,6.3955074,7.0989512,7.0023494,7.2535622,7.3394132
CCDC88C,6.8057194,6.363688,8.24497,7.2304892,6.7402576,7.9866184,7.0051978,7.0673348,7.6856868,6.9719882,5.582276,5.5923866,7.556958,8.3604394,8.322289,7.6495736,6.6423016,5.978026,6.8926661,7.1124206,5.6807712,7.4306018,6.8014302,7.2998656
GRB10,6.937127,7.6442438,6.6015056,7.3080442,7.1636544,7.7239696,6.6779766,7.0413566,6.4172474,7.2669202,7.418615,7.8267182,6.7703158,6.6064232,5.5731538,7.5024576,7.8336542,7.422696,7.1845602,7.1100308,7.4078828,7.0486272,6.3774594,6.3491968
IRAK4,6.6995348,6.481869,6.5945406,6.7635202,6.7717874,6.3764996,6.7429858,6.8812134,7.3249998,7.2278798,6.45219,6.77625,6.8363214,7.6573374,7.2278798,6.7997656,6.5861924,6.8102834,6.876174,6.7893032,6.9982398,6.85731,6.734039,6.7511598
TTC28,6.8823862,6.8941766,7.219758,7.2760386,7.2004902,6.8742998,7.1402684,7.3343934,6.8257168,7.1933926,7.0584634,7.3027054,7.0051978,6.2335636,6.479995,7.1573936,6.899277,7.1661608,7.0071496,6.9362958,7.0170676,7.0433034,6.937993,7.2789314
PIK3IP1,7.3802866,7.6495736,6.9061654,6.860072,6.2499828,7.1127904,7.0505236,6.958694,6.9652982,6.612653,6.6354102,6.8110378,7.405548,8.8125278,7.4035184,6.5075868,7.1977148,7.1014564,6.7912396,7.1440588,6.8275948,7.6563518,6.9160402,7.1933926
PDE3A,6.4841558,7.7880034,7.2304892,7.2249718,7.0455598,7.1776774,7.244847,7.0515996,6.384586,7.626648,7.2034434,8.198551,6.8082884,5.313883,6.4601428,7.7885322,7.8346006,7.9231518,7.9304632,7.6937642,7.693282,7.3389758,7.3306506,7.2723346
HLA-DQA2,7.0499336,6.9639644,6.6522482,6.0742762,6.87971,6.7279894,7.287717,7.0914944,7.79304,7.1748104,6.8895014,7.376678,7.3299044,7.9051256,7.8396498,7.4150592,7.2816048,7.0491134,7.4922962,6.343981,7.0743468,7.2270804,7.1508962,7.0528226
GUCY1B3,6.6476634,6.5982108,6.9151472,6.4291898,7.0436978,6.5683518,7.1840834,7.5098164,6.5775204,7.1604428,6.999527,6.4275552,6.8890464,5.8434362,5.9567368,6.9047034,6.2430152,7.7706432,6.9781588,7.2638164,6.4899576,6.7604018,6.5486704,7.010611
MTMR14,7.1014564,6.9886526,7.0097662,6.6816652,6.4834262,6.9659734,6.6814494,6.5001976,7.4922962,6.743987,6.7459156,6.9167474,7.0949908,7.249502,6.9047034,6.7127326,6.7443576,6.926018,6.7988436,6.7409718,6.823573,6.9822506,6.6464722,6.8271762
FAM114A1,7.2088254,6.6206684,6.6404742,6.9741712,7.3021834,7.0564886,6.9682018,7.3068508,6.7337094,7.2522796,7.0976784,6.8087936,6.5256356,6.090544,6.3864098,6.9715576,7.166973,7.075682,6.5993438,6.7013756,7.0730248,7.0739904,6.9719882,6.9432442
AKAP2,7.0575934,7.0207052,6.6499244,6.6325804,7.5199332,6.7300236,7.1908166,7.2984796,6.8156528,7.0813794,7.338097,7.247588,6.5942122,5.8930214,6.3816168,7.0935716,7.1508962,6.9241108,6.895631,7.0129416,6.9834554,6.8704965,6.8828674,7.0060342
CST7,6.9903418,6.8804946,6.8499084,6.7359494,6.2250214,7.3908386,7.019114,6.6354102,8.3857836,6.4567774,7.2571214,6.0261022,6.6919522,8.8803718,7.5669488,6.9826122,6.4102062,6.5479274,6.7225588,6.8052834,6.1640948,6.0968842,6.1202176,6.8059611
KIAA0922,6.895631,6.3928084,7.2977004,6.8203572,6.60953,7.1466686,7.33557,7.1151286,7.0215182,7.1924748,6.7075058,6.916444,7.0122476,7.4839574,7.0690198,6.974639,6.731171,7.1057048,7.1629568,6.868477,6.7988436,6.9390832,6.543616,7.073476
GIMAP2,6.4498434,6.4011642,7.0064064,6.5603422,6.499504,6.627795,7.605239,6.9849878,7.650013,7.3316952,6.8808332,6.6995348,6.9244766,7.9152736,7.1544856,6.698954,6.6199292,6.063833,7.0444444,7.0824788,7.3869026,6.8565086,6.716212,6.9682018
POLR3K,6.832269,7.050328,7.0364508,6.8372402,6.8205389,6.9879148,6.804118,6.585438,6.9287138,6.5633126,6.872754,6.9027532,6.85731,7.408259,7.0967934,6.9014772,6.5479274,6.5464158,6.952106,7.1382286,6.8711204,6.9087944,6.604082,6.7241284
S100PBP,6.8801578,6.79396,6.7363306,6.7834496,6.868477,6.85239,7.422696,7.2798958,7.2254668,7.3597866,6.5645206,6.8271762,6.864679,7.7216318,7.1517676,7.1151286,6.8106252,7.114681,6.937127,7.0900632,6.8487236,7.0038668,6.9043486,6.931914
IDH2,6.2080632,6.7690038,7.2612906,6.93234,6.5945406,6.7643838,6.7622556,6.5392378,6.717677,6.6655726,6.612653,6.4477704,6.7120502,7.3072208,7.0537288,6.9785076,6.6856498,6.6099016,6.4037258,6.248672,6.6171804,6.7447626,6.677272,6.5449156
RNF217,7.3542762,7.3794922,6.716947,7.1198576,7.386408,7.1085738,7.1271022,7.2317316,6.443318,6.9061654,6.8777662,7.3628516,6.5808127,6.6753278,6.3928084,6.9578374,7.0186884,7.2067424,7.1479632,6.9785076,7.517321,7.0110454,7.2183422,6.4354728
STX3,7.223705,7.0097662,6.879272,6.7486212,6.9732964,6.8249518,6.952106,6.735242,6.8379236,7.0053702,6.9201718,6.8244998,6.8401132,6.061336,6.29869,6.7120502,6.7738454,6.7968798,6.9019438,6.84574,6.9667394,6.8173299,6.5679408,6.9569754
MBOAT1,6.6848906,6.784965,7.3688242,7.0455598,6.8812134,7.1617994,7.089168,7.1009468,6.939871,6.8941766,6.482579,6.4198362,6.9194318,7.6177862,7.1967602,6.7957112,6.5583312,6.5881552,7.1198576,7.068608,6.439489,7.0900632,6.5279354,7.1956496
INPP4B,6.7300236,6.6452452,6.853223,6.7916292,7.2579716,6.6099016,6.7784352,6.692994,6.4554588,6.610977,7.1488186,6.948017,6.5318984,8.3751772,6.7112048,7.1496802,6.704058,7.1319296,6.5043164,6.3943296,7.168656,6.9754306,7.0038668,6.6147408
SLC16A4,7.1227492,6.4567774,6.5613746,6.9842644,7.249502,6.991697,6.9414092,6.7919964,6.7647488,6.9414092,7.0277684,6.4082656,6.4991778,6.4925448,6.5755654,7.0120618,7.2116734,6.8880514,6.5877576,6.3632446,7.2052928,6.8203572,6.9472938,6.7990654
CRLF3,6.725381,6.4477704,6.6019018,6.4660348,6.6544092,6.6396986,7.0163706,6.3188782,7.2603676,6.8098742,6.1769054,6.5265018,6.53273,7.361565,7.0145916,6.9991832,6.4811378,6.853583,6.428798,6.8973998,7.013406,6.7893032,6.3031144,6.9750026
FGFR1,7.6751948,7.2522796,6.6784702,6.8565086,7.3908386,7.1648972,6.9858606,6.873558,6.448459,6.832269,6.7834496,7.5279602,6.6305696,6.2270932,6.2190372,6.9682018,7.3226748,6.896424,6.7348698,6.7319118,6.8584242,6.7425598,6.83358,6.59335
SLC4A7,6.4420998,6.7888236,6.0285584,6.801821,7.058872,6.9685326,6.1757894,6.7651076,7.103851,6.7673762,6.8226662,6.7908814,6.462567,8.246504,7.5213984,6.983866,7.7018634,6.9072866,6.7414086,6.5392378,6.549335,7.393542,6.6290694,6.4060716
ABLIM3,6.5512324,6.8723708,6.4838472,6.3963212,7.3931044,7.0459794,6.991697,7.6563518,6.8426612,7.3080442,7.111269,7.334758,6.809198,5.5548396,6.3158758,6.5512324,6.8503302,7.0174804,7.1721338,6.6696158,7.089168,7.3899154,6.772114,7.1020226
MANSC1,6.8855698,6.585438,6.7960946,6.9947932,6.5636884,6.5122686,6.6311072,6.954299,6.6215126,6.85239,6.60953,7.061854,6.928292,6.0998386,6.17454,6.987528,6.977337,6.4726694,6.7897046,7.0150302,6.6934266,6.5464158,6.896048,6.3308754
HMGN4,6.7556422,6.6746682,6.9754306,6.5949432,7.0043042,6.8239856,6.5388746,6.6537434,7.2472166,7.0060342,7.0095379,6.704367,6.6219276,7.207152,7.1956496,6.7093528,6.85239,6.7490334,6.677272,6.8642228,6.515861,7.0064064,6.3231192,6.4470986
MID2,7.0533036,6.6716932,6.8263656,6.4424474,7.1359286,6.9336158,7.2383518,7.0114024,6.804118,7.2018056,7.2890762,7.20862,6.8452972,6.02646,6.3533032,6.7657638,7.2132804,6.707847,6.6600668,6.9142324,6.8249518,6.8655198,6.6499244,6.5701268
CD48,6.2010516,6.5014454,7.2760386,6.0224666,6.3349692,6.8765086,6.6480424,6.2348938,8.4444814,6.752111,7.156228,5.3632696,6.8920582,8.2971408,7.6708112,7.2756758,6.5145904,6.6253834,6.598644,6.5145904,6.0671652,6.8062028,6.062411,6.832269
ERVK13-1,6.3837186,7.0699688,6.7524288,6.6450587,6.872754,6.672196,6.5606882,6.9142324,6.697062,6.637372,6.4343392,6.7120502,6.815281,7.4738962,7.288704,6.282986,6.75072,6.7300236,6.531414,6.876174,6.561067,6.9659734,6.9759348,7.1385192
EED,6.4968942,6.663301,6.2788976,6.8244998,6.8437624,6.5926064,6.8739194,6.640078,6.9819154,7.0895972,6.214349,6.6325804,6.5205046,7.3771188,7.3231524,6.7916292,6.9394732,6.8823862,6.8507714,6.8864382,6.6916132,6.8757698,6.7455906,6.7703158
